Zeit,P_Netz/MW,Q_Netz/MW,Strompr.€/MWh,Gaspr.€/MWh
2020-01-01 00:00:00,58.39,127.059,7.461,32.459
2020-01-01 00:15:00,58.36,122.156,7.461,32.459
2020-01-01 00:30:00,58.11,124.412,7.461,32.459
2020-01-01 00:45:00,57.71,127.713,7.461,32.459
2020-01-01 01:00:00,55.53,130.69899999999998,2.65,32.459
2020-01-01 01:15:00,56.24,132.166,2.65,32.459
2020-01-01 01:30:00,55.17,132.394,2.65,32.459
2020-01-01 01:45:00,54.5,132.431,2.65,32.459
2020-01-01 02:00:00,52.95,134.403,-2.949,32.459
2020-01-01 02:15:00,51.75,134.755,-2.949,32.459
2020-01-01 02:30:00,50.7,135.631,-2.949,32.459
2020-01-01 02:45:00,50.33,138.345,-2.949,32.459
2020-01-01 03:00:00,47.11,141.071,-3.2680000000000002,32.459
2020-01-01 03:15:00,49.35,141.319,-3.2680000000000002,32.459
2020-01-01 03:30:00,48.33,143.024,-3.2680000000000002,32.459
2020-01-01 03:45:00,48.73,144.697,-3.2680000000000002,32.459
2020-01-01 04:00:00,46.6,152.569,-3.2680000000000002,32.459
2020-01-01 04:15:00,47.33,160.688,-3.2680000000000002,32.459
2020-01-01 04:30:00,47.5,161.673,-3.2680000000000002,32.459
2020-01-01 04:45:00,48.62,163.165,-3.2680000000000002,32.459
2020-01-01 05:00:00,49.18,176.398,-3.2680000000000002,32.459
2020-01-01 05:15:00,50.0,184.233,-3.2680000000000002,32.459
2020-01-01 05:30:00,50.1,181.12,-3.2680000000000002,32.459
2020-01-01 05:45:00,50.36,179.642,-3.2680000000000002,32.459
2020-01-01 06:00:00,50.32,196.364,-3.2680000000000002,32.459
2020-01-01 06:15:00,50.22,215.918,-3.2680000000000002,32.459
2020-01-01 06:30:00,52.17,211.0,-3.2680000000000002,32.459
2020-01-01 06:45:00,54.2,206.111,-3.2680000000000002,32.459
2020-01-01 07:00:00,55.6,202.635,-3.2680000000000002,32.459
2020-01-01 07:15:00,55.35,207.093,-3.2680000000000002,32.459
2020-01-01 07:30:00,55.44,211.667,-3.2680000000000002,32.459
2020-01-01 07:45:00,55.15,215.882,-3.2680000000000002,32.459
2020-01-01 08:00:00,56.21,219.793,-2.146,32.459
2020-01-01 08:15:00,55.94,223.388,-2.146,32.459
2020-01-01 08:30:00,58.2,226.081,-2.146,32.459
2020-01-01 08:45:00,56.11,227.016,-2.146,32.459
2020-01-01 09:00:00,61.62,222.30700000000002,1.7519999999999998,32.459
2020-01-01 09:15:00,63.5,221.018,1.7519999999999998,32.459
2020-01-01 09:30:00,64.24,219.09,1.7519999999999998,32.459
2020-01-01 09:45:00,64.02,215.80700000000002,1.7519999999999998,32.459
2020-01-01 10:00:00,61.38,212.231,4.19,32.459
2020-01-01 10:15:00,62.05,209.50099999999998,4.19,32.459
2020-01-01 10:30:00,61.84,206.963,4.19,32.459
2020-01-01 10:45:00,65.9,204.111,4.19,32.459
2020-01-01 11:00:00,67.33,203.37599999999998,5.517,32.459
2020-01-01 11:15:00,68.34,200.575,5.517,32.459
2020-01-01 11:30:00,67.43,198.755,5.517,32.459
2020-01-01 11:45:00,68.73,197.22099999999998,5.517,32.459
2020-01-01 12:00:00,74.2,191.555,4.27,32.459
2020-01-01 12:15:00,69.91,191.37,4.27,32.459
2020-01-01 12:30:00,68.83,190.28799999999998,4.27,32.459
2020-01-01 12:45:00,70.01,189.851,4.27,32.459
2020-01-01 13:00:00,69.02,188.09599999999998,3.484,32.459
2020-01-01 13:15:00,68.68,189.604,3.484,32.459
2020-01-01 13:30:00,68.45,188.61,3.484,32.459
2020-01-01 13:45:00,68.18,188.303,3.484,32.459
2020-01-01 14:00:00,68.94,187.555,2.523,32.459
2020-01-01 14:15:00,66.1,188.747,2.523,32.459
2020-01-01 14:30:00,70.61,189.53099999999998,2.523,32.459
2020-01-01 14:45:00,70.58,189.93,2.523,32.459
2020-01-01 15:00:00,73.81,189.581,5.667999999999999,32.459
2020-01-01 15:15:00,69.6,191.454,5.667999999999999,32.459
2020-01-01 15:30:00,68.66,194.55599999999998,5.667999999999999,32.459
2020-01-01 15:45:00,71.32,197.227,5.667999999999999,32.459
2020-01-01 16:00:00,73.3,197.49900000000002,12.109000000000002,32.459
2020-01-01 16:15:00,77.24,199.38099999999997,12.109000000000002,32.459
2020-01-01 16:30:00,83.2,202.511,12.109000000000002,32.459
2020-01-01 16:45:00,86.91,205.047,12.109000000000002,32.459
2020-01-01 17:00:00,89.85,207.06099999999998,22.824,32.459
2020-01-01 17:15:00,90.61,208.69799999999998,22.824,32.459
2020-01-01 17:30:00,92.03,209.25099999999998,22.824,32.459
2020-01-01 17:45:00,93.49,210.672,22.824,32.459
2020-01-01 18:00:00,95.17,211.632,21.656,32.459
2020-01-01 18:15:00,94.51,211.645,21.656,32.459
2020-01-01 18:30:00,93.87,209.94,21.656,32.459
2020-01-01 18:45:00,93.48,208.489,21.656,32.459
2020-01-01 19:00:00,92.14,209.826,19.749000000000002,32.459
2020-01-01 19:15:00,90.85,207.487,19.749000000000002,32.459
2020-01-01 19:30:00,89.81,204.959,19.749000000000002,32.459
2020-01-01 19:45:00,88.14,202.29,19.749000000000002,32.459
2020-01-01 20:00:00,84.73,200.835,24.274,32.459
2020-01-01 20:15:00,83.37,197.709,24.274,32.459
2020-01-01 20:30:00,82.23,194.57299999999998,24.274,32.459
2020-01-01 20:45:00,80.34,191.52200000000002,24.274,32.459
2020-01-01 21:00:00,78.43,188.843,23.044,32.459
2020-01-01 21:15:00,77.95,186.56099999999998,23.044,32.459
2020-01-01 21:30:00,77.04,186.183,23.044,32.459
2020-01-01 21:45:00,76.57,184.824,23.044,32.459
2020-01-01 22:00:00,72.56,178.928,25.155,32.459
2020-01-01 22:15:00,72.48,174.81799999999998,25.155,32.459
2020-01-01 22:30:00,70.04,170.76,25.155,32.459
2020-01-01 22:45:00,67.68,167.32,25.155,32.459
2020-01-01 23:00:00,59.3,159.845,20.101,32.459
2020-01-01 23:15:00,63.51,156.17700000000002,20.101,32.459
2020-01-01 23:30:00,61.08,153.764,20.101,32.459
2020-01-01 23:45:00,60.81,150.845,20.101,32.459
2020-01-02 00:00:00,72.56,131.099,38.399,32.641
2020-01-02 00:15:00,75.51,130.822,38.399,32.641
2020-01-02 00:30:00,76.2,132.15,38.399,32.641
2020-01-02 00:45:00,79.94,133.753,38.399,32.641
2020-01-02 01:00:00,76.22,136.549,36.94,32.641
2020-01-02 01:15:00,75.52,136.971,36.94,32.641
2020-01-02 01:30:00,69.71,137.433,36.94,32.641
2020-01-02 01:45:00,72.15,137.96200000000002,36.94,32.641
2020-01-02 02:00:00,68.46,139.933,35.275,32.641
2020-01-02 02:15:00,68.93,141.73,35.275,32.641
2020-01-02 02:30:00,69.13,142.344,35.275,32.641
2020-01-02 02:45:00,71.05,144.38,35.275,32.641
2020-01-02 03:00:00,77.24,147.17700000000002,35.329,32.641
2020-01-02 03:15:00,78.88,148.17700000000002,35.329,32.641
2020-01-02 03:30:00,79.6,150.07,35.329,32.641
2020-01-02 03:45:00,73.47,151.487,35.329,32.641
2020-01-02 04:00:00,71.66,163.75,36.275,32.641
2020-01-02 04:15:00,72.6,175.77599999999998,36.275,32.641
2020-01-02 04:30:00,74.43,178.856,36.275,32.641
2020-01-02 04:45:00,76.31,181.783,36.275,32.641
2020-01-02 05:00:00,80.9,217.042,42.193999999999996,32.641
2020-01-02 05:15:00,83.91,245.78799999999998,42.193999999999996,32.641
2020-01-02 05:30:00,88.55,241.4,42.193999999999996,32.641
2020-01-02 05:45:00,92.98,234.083,42.193999999999996,32.641
2020-01-02 06:00:00,101.92,230.607,56.422,32.641
2020-01-02 06:15:00,106.02,236.44099999999997,56.422,32.641
2020-01-02 06:30:00,110.67,239.31400000000002,56.422,32.641
2020-01-02 06:45:00,115.36,243.33,56.422,32.641
2020-01-02 07:00:00,121.21,242.197,72.569,32.641
2020-01-02 07:15:00,125.44,247.68200000000002,72.569,32.641
2020-01-02 07:30:00,127.04,250.858,72.569,32.641
2020-01-02 07:45:00,129.3,252.55900000000003,72.569,32.641
2020-01-02 08:00:00,131.83,251.364,67.704,32.641
2020-01-02 08:15:00,129.92,251.618,67.704,32.641
2020-01-02 08:30:00,130.03,249.708,67.704,32.641
2020-01-02 08:45:00,129.65,246.764,67.704,32.641
2020-01-02 09:00:00,130.4,240.053,63.434,32.641
2020-01-02 09:15:00,132.18,236.87900000000002,63.434,32.641
2020-01-02 09:30:00,133.68,234.63099999999997,63.434,32.641
2020-01-02 09:45:00,133.99,231.472,63.434,32.641
2020-01-02 10:00:00,133.44,226.187,61.88399999999999,32.641
2020-01-02 10:15:00,135.64,221.955,61.88399999999999,32.641
2020-01-02 10:30:00,134.92,218.68400000000003,61.88399999999999,32.641
2020-01-02 10:45:00,136.65,216.98,61.88399999999999,32.641
2020-01-02 11:00:00,136.01,214.97299999999998,61.481,32.641
2020-01-02 11:15:00,135.6,213.702,61.481,32.641
2020-01-02 11:30:00,135.49,212.15200000000002,61.481,32.641
2020-01-02 11:45:00,136.56,210.945,61.481,32.641
2020-01-02 12:00:00,136.24,205.8,59.527,32.641
2020-01-02 12:15:00,135.89,205.143,59.527,32.641
2020-01-02 12:30:00,133.92,205.12400000000002,59.527,32.641
2020-01-02 12:45:00,134.1,205.96099999999998,59.527,32.641
2020-01-02 13:00:00,130.94,204.35,58.794,32.641
2020-01-02 13:15:00,129.98,203.88099999999997,58.794,32.641
2020-01-02 13:30:00,129.31,203.575,58.794,32.641
2020-01-02 13:45:00,127.59,203.519,58.794,32.641
2020-01-02 14:00:00,126.5,202.428,60.32,32.641
2020-01-02 14:15:00,129.81,203.06900000000002,60.32,32.641
2020-01-02 14:30:00,128.98,203.95,60.32,32.641
2020-01-02 14:45:00,127.66,204.167,60.32,32.641
2020-01-02 15:00:00,131.69,205.303,62.52,32.641
2020-01-02 15:15:00,134.08,205.93900000000002,62.52,32.641
2020-01-02 15:30:00,130.49,208.357,62.52,32.641
2020-01-02 15:45:00,132.71,210.109,62.52,32.641
2020-01-02 16:00:00,134.12,210.895,64.199,32.641
2020-01-02 16:15:00,134.79,212.476,64.199,32.641
2020-01-02 16:30:00,137.68,215.345,64.199,32.641
2020-01-02 16:45:00,138.3,216.87599999999998,64.199,32.641
2020-01-02 17:00:00,141.23,219.28900000000002,68.19800000000001,32.641
2020-01-02 17:15:00,140.55,219.918,68.19800000000001,32.641
2020-01-02 17:30:00,141.63,220.68200000000002,68.19800000000001,32.641
2020-01-02 17:45:00,141.55,220.424,68.19800000000001,32.641
2020-01-02 18:00:00,140.02,221.84400000000002,67.899,32.641
2020-01-02 18:15:00,138.28,218.955,67.899,32.641
2020-01-02 18:30:00,137.19,217.683,67.899,32.641
2020-01-02 18:45:00,137.6,217.707,67.899,32.641
2020-01-02 19:00:00,134.26,217.453,64.72399999999999,32.641
2020-01-02 19:15:00,133.22,213.481,64.72399999999999,32.641
2020-01-02 19:30:00,134.64,210.797,64.72399999999999,32.641
2020-01-02 19:45:00,136.88,207.28599999999997,64.72399999999999,32.641
2020-01-02 20:00:00,130.24,203.518,64.062,32.641
2020-01-02 20:15:00,119.33,197.062,64.062,32.641
2020-01-02 20:30:00,118.31,192.979,64.062,32.641
2020-01-02 20:45:00,112.7,191.03099999999998,64.062,32.641
2020-01-02 21:00:00,107.44,188.12900000000002,57.971000000000004,32.641
2020-01-02 21:15:00,112.86,185.61900000000003,57.971000000000004,32.641
2020-01-02 21:30:00,111.93,183.535,57.971000000000004,32.641
2020-01-02 21:45:00,108.29,181.894,57.971000000000004,32.641
2020-01-02 22:00:00,98.52,174.86,53.715,32.641
2020-01-02 22:15:00,94.85,168.98,53.715,32.641
2020-01-02 22:30:00,98.1,155.042,53.715,32.641
2020-01-02 22:45:00,96.62,146.733,53.715,32.641
2020-01-02 23:00:00,92.22,140.148,47.8,32.641
2020-01-02 23:15:00,84.12,138.344,47.8,32.641
2020-01-02 23:30:00,79.31,138.518,47.8,32.641
2020-01-02 23:45:00,83.54,137.971,47.8,32.641
2020-01-03 00:00:00,83.23,130.233,43.656000000000006,32.641
2020-01-03 00:15:00,82.94,130.13299999999998,43.656000000000006,32.641
2020-01-03 00:30:00,78.25,131.279,43.656000000000006,32.641
2020-01-03 00:45:00,76.9,132.954,43.656000000000006,32.641
2020-01-03 01:00:00,71.11,135.453,41.263000000000005,32.641
2020-01-03 01:15:00,78.36,136.91899999999998,41.263000000000005,32.641
2020-01-03 01:30:00,78.99,137.079,41.263000000000005,32.641
2020-01-03 01:45:00,77.55,137.732,41.263000000000005,32.641
2020-01-03 02:00:00,71.19,139.738,40.799,32.641
2020-01-03 02:15:00,72.17,141.41299999999998,40.799,32.641
2020-01-03 02:30:00,74.79,142.542,40.799,32.641
2020-01-03 02:45:00,78.06,144.681,40.799,32.641
2020-01-03 03:00:00,76.51,146.311,41.398,32.641
2020-01-03 03:15:00,74.89,148.47,41.398,32.641
2020-01-03 03:30:00,79.0,150.364,41.398,32.641
2020-01-03 03:45:00,77.85,152.072,41.398,32.641
2020-01-03 04:00:00,73.23,164.549,42.38,32.641
2020-01-03 04:15:00,74.31,176.43200000000002,42.38,32.641
2020-01-03 04:30:00,74.97,179.67700000000002,42.38,32.641
2020-01-03 04:45:00,78.19,181.39700000000002,42.38,32.641
2020-01-03 05:00:00,82.49,215.25400000000002,46.181000000000004,32.641
2020-01-03 05:15:00,85.31,245.535,46.181000000000004,32.641
2020-01-03 05:30:00,88.01,242.33599999999998,46.181000000000004,32.641
2020-01-03 05:45:00,93.72,235.011,46.181000000000004,32.641
2020-01-03 06:00:00,101.82,232.016,59.33,32.641
2020-01-03 06:15:00,106.19,236.21900000000002,59.33,32.641
2020-01-03 06:30:00,110.85,238.166,59.33,32.641
2020-01-03 06:45:00,115.45,244.024,59.33,32.641
2020-01-03 07:00:00,122.71,241.924,72.454,32.641
2020-01-03 07:15:00,123.17,248.451,72.454,32.641
2020-01-03 07:30:00,125.55,251.585,72.454,32.641
2020-01-03 07:45:00,128.9,252.31099999999998,72.454,32.641
2020-01-03 08:00:00,130.12,249.83599999999998,67.175,32.641
2020-01-03 08:15:00,128.89,249.597,67.175,32.641
2020-01-03 08:30:00,128.21,248.743,67.175,32.641
2020-01-03 08:45:00,128.6,244.05900000000003,67.175,32.641
2020-01-03 09:00:00,128.71,238.011,65.365,32.641
2020-01-03 09:15:00,131.57,235.324,65.365,32.641
2020-01-03 09:30:00,133.77,232.672,65.365,32.641
2020-01-03 09:45:00,136.47,229.359,65.365,32.641
2020-01-03 10:00:00,135.77,222.843,63.95,32.641
2020-01-03 10:15:00,137.43,219.39,63.95,32.641
2020-01-03 10:30:00,136.81,215.986,63.95,32.641
2020-01-03 10:45:00,137.07,213.808,63.95,32.641
2020-01-03 11:00:00,136.69,211.75,63.92100000000001,32.641
2020-01-03 11:15:00,137.82,209.576,63.92100000000001,32.641
2020-01-03 11:30:00,137.25,209.956,63.92100000000001,32.641
2020-01-03 11:45:00,136.75,208.86900000000003,63.92100000000001,32.641
2020-01-03 12:00:00,135.72,204.88400000000001,60.79600000000001,32.641
2020-01-03 12:15:00,135.16,202.011,60.79600000000001,32.641
2020-01-03 12:30:00,133.9,202.153,60.79600000000001,32.641
2020-01-03 12:45:00,134.58,203.607,60.79600000000001,32.641
2020-01-03 13:00:00,130.87,202.96200000000002,59.393,32.641
2020-01-03 13:15:00,131.78,203.36,59.393,32.641
2020-01-03 13:30:00,130.35,203.00799999999998,59.393,32.641
2020-01-03 13:45:00,131.11,202.855,59.393,32.641
2020-01-03 14:00:00,130.67,200.58700000000002,57.943999999999996,32.641
2020-01-03 14:15:00,130.14,201.0,57.943999999999996,32.641
2020-01-03 14:30:00,129.02,202.34799999999998,57.943999999999996,32.641
2020-01-03 14:45:00,129.81,202.954,57.943999999999996,32.641
2020-01-03 15:00:00,130.32,203.59099999999998,60.153999999999996,32.641
2020-01-03 15:15:00,129.09,203.75099999999998,60.153999999999996,32.641
2020-01-03 15:30:00,128.33,204.56099999999998,60.153999999999996,32.641
2020-01-03 15:45:00,128.17,206.41299999999998,60.153999999999996,32.641
2020-01-03 16:00:00,131.49,205.998,62.933,32.641
2020-01-03 16:15:00,133.11,207.87400000000002,62.933,32.641
2020-01-03 16:30:00,134.7,210.864,62.933,32.641
2020-01-03 16:45:00,133.81,212.332,62.933,32.641
2020-01-03 17:00:00,137.76,214.84900000000002,68.657,32.641
2020-01-03 17:15:00,136.16,215.076,68.657,32.641
2020-01-03 17:30:00,140.54,215.513,68.657,32.641
2020-01-03 17:45:00,137.57,215.02900000000002,68.657,32.641
2020-01-03 18:00:00,136.81,217.225,67.111,32.641
2020-01-03 18:15:00,136.99,213.96900000000002,67.111,32.641
2020-01-03 18:30:00,135.65,213.13,67.111,32.641
2020-01-03 18:45:00,136.2,213.142,67.111,32.641
2020-01-03 19:00:00,132.87,213.791,62.434,32.641
2020-01-03 19:15:00,131.87,211.248,62.434,32.641
2020-01-03 19:30:00,132.37,208.11900000000003,62.434,32.641
2020-01-03 19:45:00,134.77,204.162,62.434,32.641
2020-01-03 20:00:00,128.17,200.44400000000002,61.763000000000005,32.641
2020-01-03 20:15:00,120.91,193.95,61.763000000000005,32.641
2020-01-03 20:30:00,117.84,189.834,61.763000000000005,32.641
2020-01-03 20:45:00,113.28,188.551,61.763000000000005,32.641
2020-01-03 21:00:00,110.73,186.10299999999998,56.785,32.641
2020-01-03 21:15:00,113.2,183.95,56.785,32.641
2020-01-03 21:30:00,110.05,181.924,56.785,32.641
2020-01-03 21:45:00,104.45,180.86900000000003,56.785,32.641
2020-01-03 22:00:00,98.56,174.898,52.693000000000005,32.641
2020-01-03 22:15:00,102.19,168.90400000000002,52.693000000000005,32.641
2020-01-03 22:30:00,100.03,161.57,52.693000000000005,32.641
2020-01-03 22:45:00,96.9,157.013,52.693000000000005,32.641
2020-01-03 23:00:00,89.83,149.83100000000002,45.443999999999996,32.641
2020-01-03 23:15:00,91.91,146.02700000000002,45.443999999999996,32.641
2020-01-03 23:30:00,88.18,144.751,45.443999999999996,32.641
2020-01-03 23:45:00,85.54,143.495,45.443999999999996,32.641
2020-01-04 00:00:00,82.22,127.199,44.738,32.459
2020-01-04 00:15:00,83.18,122.48899999999999,44.738,32.459
2020-01-04 00:30:00,81.48,125.102,44.738,32.459
2020-01-04 00:45:00,73.34,127.589,44.738,32.459
2020-01-04 01:00:00,72.21,130.76,40.303000000000004,32.459
2020-01-04 01:15:00,77.36,131.101,40.303000000000004,32.459
2020-01-04 01:30:00,78.27,130.754,40.303000000000004,32.459
2020-01-04 01:45:00,75.98,131.06799999999998,40.303000000000004,32.459
2020-01-04 02:00:00,69.25,133.903,38.61,32.459
2020-01-04 02:15:00,74.64,135.233,38.61,32.459
2020-01-04 02:30:00,74.85,135.217,38.61,32.459
2020-01-04 02:45:00,73.61,137.407,38.61,32.459
2020-01-04 03:00:00,68.1,139.812,37.554,32.459
2020-01-04 03:15:00,73.13,140.717,37.554,32.459
2020-01-04 03:30:00,75.4,140.84799999999998,37.554,32.459
2020-01-04 03:45:00,70.56,142.566,37.554,32.459
2020-01-04 04:00:00,67.07,150.611,37.176,32.459
2020-01-04 04:15:00,67.97,159.77100000000002,37.176,32.459
2020-01-04 04:30:00,67.71,160.769,37.176,32.459
2020-01-04 04:45:00,68.5,161.921,37.176,32.459
2020-01-04 05:00:00,67.87,178.856,36.893,32.459
2020-01-04 05:15:00,67.75,189.139,36.893,32.459
2020-01-04 05:30:00,66.1,186.215,36.893,32.459
2020-01-04 05:45:00,67.33,184.52,36.893,32.459
2020-01-04 06:00:00,69.91,201.26,37.803000000000004,32.459
2020-01-04 06:15:00,69.0,222.77200000000002,37.803000000000004,32.459
2020-01-04 06:30:00,69.5,219.078,37.803000000000004,32.459
2020-01-04 06:45:00,71.88,215.377,37.803000000000004,32.459
2020-01-04 07:00:00,76.68,209.287,41.086999999999996,32.459
2020-01-04 07:15:00,77.71,214.53599999999997,41.086999999999996,32.459
2020-01-04 07:30:00,80.15,220.502,41.086999999999996,32.459
2020-01-04 07:45:00,83.14,225.497,41.086999999999996,32.459
2020-01-04 08:00:00,85.43,227.446,48.222,32.459
2020-01-04 08:15:00,85.69,231.175,48.222,32.459
2020-01-04 08:30:00,89.46,232.06099999999998,48.222,32.459
2020-01-04 08:45:00,91.91,230.729,48.222,32.459
2020-01-04 09:00:00,92.65,226.387,52.791000000000004,32.459
2020-01-04 09:15:00,93.59,224.49200000000002,52.791000000000004,32.459
2020-01-04 09:30:00,94.68,222.80200000000002,52.791000000000004,32.459
2020-01-04 09:45:00,96.53,219.69,52.791000000000004,32.459
2020-01-04 10:00:00,98.05,213.424,54.341,32.459
2020-01-04 10:15:00,95.0,210.122,54.341,32.459
2020-01-04 10:30:00,94.99,206.91099999999997,54.341,32.459
2020-01-04 10:45:00,92.74,206.176,54.341,32.459
2020-01-04 11:00:00,96.61,204.363,51.94,32.459
2020-01-04 11:15:00,100.28,201.382,51.94,32.459
2020-01-04 11:30:00,99.55,200.535,51.94,32.459
2020-01-04 11:45:00,98.58,198.36700000000002,51.94,32.459
2020-01-04 12:00:00,96.09,193.4,50.973,32.459
2020-01-04 12:15:00,98.67,191.18099999999998,50.973,32.459
2020-01-04 12:30:00,96.52,191.675,50.973,32.459
2020-01-04 12:45:00,95.72,192.248,50.973,32.459
2020-01-04 13:00:00,93.57,191.208,48.06399999999999,32.459
2020-01-04 13:15:00,92.81,189.408,48.06399999999999,32.459
2020-01-04 13:30:00,91.55,188.543,48.06399999999999,32.459
2020-01-04 13:45:00,89.25,188.99,48.06399999999999,32.459
2020-01-04 14:00:00,89.5,188.077,45.707,32.459
2020-01-04 14:15:00,89.52,187.99,45.707,32.459
2020-01-04 14:30:00,90.0,187.408,45.707,32.459
2020-01-04 14:45:00,91.09,188.234,45.707,32.459
2020-01-04 15:00:00,91.5,189.60299999999998,47.567,32.459
2020-01-04 15:15:00,91.94,190.57,47.567,32.459
2020-01-04 15:30:00,92.53,193.02900000000002,47.567,32.459
2020-01-04 15:45:00,94.28,194.947,47.567,32.459
2020-01-04 16:00:00,96.74,193.149,52.031000000000006,32.459
2020-01-04 16:15:00,95.42,196.053,52.031000000000006,32.459
2020-01-04 16:30:00,100.94,198.982,52.031000000000006,32.459
2020-01-04 16:45:00,102.46,201.418,52.031000000000006,32.459
2020-01-04 17:00:00,105.49,203.416,58.218999999999994,32.459
2020-01-04 17:15:00,104.81,205.575,58.218999999999994,32.459
2020-01-04 17:30:00,107.13,205.94299999999998,58.218999999999994,32.459
2020-01-04 17:45:00,108.26,205.013,58.218999999999994,32.459
2020-01-04 18:00:00,110.16,206.662,57.65,32.459
2020-01-04 18:15:00,109.91,205.239,57.65,32.459
2020-01-04 18:30:00,109.66,205.75799999999998,57.65,32.459
2020-01-04 18:45:00,109.05,202.394,57.65,32.459
2020-01-04 19:00:00,107.78,204.105,51.261,32.459
2020-01-04 19:15:00,103.06,201.082,51.261,32.459
2020-01-04 19:30:00,101.89,198.71599999999998,51.261,32.459
2020-01-04 19:45:00,102.31,194.47799999999998,51.261,32.459
2020-01-04 20:00:00,94.91,193.0,44.068000000000005,32.459
2020-01-04 20:15:00,93.02,188.81400000000002,44.068000000000005,32.459
2020-01-04 20:30:00,88.29,184.359,44.068000000000005,32.459
2020-01-04 20:45:00,87.9,182.563,44.068000000000005,32.459
2020-01-04 21:00:00,84.51,182.58599999999998,38.861,32.459
2020-01-04 21:15:00,83.28,180.90400000000002,38.861,32.459
2020-01-04 21:30:00,82.28,180.18200000000002,38.861,32.459
2020-01-04 21:45:00,81.25,178.737,38.861,32.459
2020-01-04 22:00:00,77.7,174.207,39.485,32.459
2020-01-04 22:15:00,77.25,170.87,39.485,32.459
2020-01-04 22:30:00,74.24,170.22299999999998,39.485,32.459
2020-01-04 22:45:00,73.18,167.65200000000002,39.485,32.459
2020-01-04 23:00:00,68.36,163.07399999999998,32.027,32.459
2020-01-04 23:15:00,68.86,157.509,32.027,32.459
2020-01-04 23:30:00,66.13,154.256,32.027,32.459
2020-01-04 23:45:00,65.23,150.387,32.027,32.459
2020-01-05 00:00:00,61.83,127.708,26.96,32.459
2020-01-05 00:15:00,59.65,122.706,26.96,32.459
2020-01-05 00:30:00,56.73,124.90899999999999,26.96,32.459
2020-01-05 00:45:00,58.04,128.141,26.96,32.459
2020-01-05 01:00:00,54.64,131.15200000000002,24.295,32.459
2020-01-05 01:15:00,53.12,132.619,24.295,32.459
2020-01-05 01:30:00,54.89,132.84799999999998,24.295,32.459
2020-01-05 01:45:00,55.39,132.83700000000002,24.295,32.459
2020-01-05 02:00:00,52.81,134.87,24.268,32.459
2020-01-05 02:15:00,53.85,135.224,24.268,32.459
2020-01-05 02:30:00,53.36,136.131,24.268,32.459
2020-01-05 02:45:00,53.22,138.842,24.268,32.459
2020-01-05 03:00:00,51.24,141.54,23.373,32.459
2020-01-05 03:15:00,52.77,141.878,23.373,32.459
2020-01-05 03:30:00,53.33,143.584,23.373,32.459
2020-01-05 03:45:00,52.95,145.284,23.373,32.459
2020-01-05 04:00:00,53.02,153.043,23.874000000000002,32.459
2020-01-05 04:15:00,54.36,161.123,23.874000000000002,32.459
2020-01-05 04:30:00,55.19,162.089,23.874000000000002,32.459
2020-01-05 04:45:00,54.83,163.567,23.874000000000002,32.459
2020-01-05 05:00:00,56.2,176.618,24.871,32.459
2020-01-05 05:15:00,57.61,184.28099999999998,24.871,32.459
2020-01-05 05:30:00,58.05,181.218,24.871,32.459
2020-01-05 05:45:00,58.68,179.833,24.871,32.459
2020-01-05 06:00:00,58.97,196.65900000000002,23.84,32.459
2020-01-05 06:15:00,60.37,216.24099999999999,23.84,32.459
2020-01-05 06:30:00,60.21,211.415,23.84,32.459
2020-01-05 06:45:00,60.83,206.671,23.84,32.459
2020-01-05 07:00:00,63.06,203.24599999999998,27.430999999999997,32.459
2020-01-05 07:15:00,64.35,207.676,27.430999999999997,32.459
2020-01-05 07:30:00,66.38,212.19400000000002,27.430999999999997,32.459
2020-01-05 07:45:00,68.85,216.345,27.430999999999997,32.459
2020-01-05 08:00:00,71.87,220.25099999999998,33.891999999999996,32.459
2020-01-05 08:15:00,72.96,223.791,33.891999999999996,32.459
2020-01-05 08:30:00,75.42,226.391,33.891999999999996,32.459
2020-01-05 08:45:00,77.7,227.232,33.891999999999996,32.459
2020-01-05 09:00:00,79.34,222.44799999999998,37.571,32.459
2020-01-05 09:15:00,79.42,221.187,37.571,32.459
2020-01-05 09:30:00,80.81,219.317,37.571,32.459
2020-01-05 09:45:00,82.3,216.00799999999998,37.571,32.459
2020-01-05 10:00:00,83.72,212.428,40.594,32.459
2020-01-05 10:15:00,84.02,209.692,40.594,32.459
2020-01-05 10:30:00,86.92,207.107,40.594,32.459
2020-01-05 10:45:00,89.06,204.26,40.594,32.459
2020-01-05 11:00:00,91.79,203.445,44.133,32.459
2020-01-05 11:15:00,98.14,200.63099999999997,44.133,32.459
2020-01-05 11:30:00,99.24,198.81799999999998,44.133,32.459
2020-01-05 11:45:00,100.24,197.28900000000002,44.133,32.459
2020-01-05 12:00:00,99.8,191.658,41.198,32.459
2020-01-05 12:15:00,96.2,191.544,41.198,32.459
2020-01-05 12:30:00,92.34,190.454,41.198,32.459
2020-01-05 12:45:00,91.8,190.02599999999998,41.198,32.459
2020-01-05 13:00:00,86.98,188.218,37.014,32.459
2020-01-05 13:15:00,86.22,189.688,37.014,32.459
2020-01-05 13:30:00,85.32,188.65200000000002,37.014,32.459
2020-01-05 13:45:00,85.43,188.31799999999998,37.014,32.459
2020-01-05 14:00:00,83.74,187.613,34.934,32.459
2020-01-05 14:15:00,83.86,188.78400000000002,34.934,32.459
